domainid	n	non_zero_counts	min_count	max_count	mean	stddev	kurtosis	skew	ks_test_statistic	ks_test_pvalue	norm_log_statistic	norm_log_pvalue	norm_sqrt_statistic	norm_sqrt_pvalue	norm_cbrt_statistic	norm_cbrt_pvalue	norm_yeojohnson_statistic	norm_yeojohnson_pvalue	yeojohnson_lmbda
PF00163	7059	6987	0	3	1.051849	0.265349	10.731258	2.317984	0.515831	0.000100	0.497230	0.000100	0.481173	0.000100	0.470200	0.000100	0.497153	0.000100	-0.003279
PF00164	7059	6980	0	3	0.991500	0.121081	88.361415	-3.140820	0.516789	0.000100	0.523825	0.000100	0.526174	0.000100	0.528261	0.000100	0.508593	0.000100	1.761716
PF00165	7059	288	0	3	0.044482	0.224581	35.670648	5.576255	0.537699	0.000100	0.539762	0.000100	0.540295	0.000100	0.540654	0.000100	0.540893	0.000100	-33.625028
PF00166	7059	6988	0	5	1.237144	0.496627	3.496814	1.636801	0.456686	0.000100	0.447214	0.000100	0.432227	0.000100	0.402612	0.000100	0.434489	0.000100	-0.565452
PF00167	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF00168	7059	18	0	1	0.002550	0.050432	387.169223	19.727372	0.517611	0.000100	0.517611	0.000100	0.517611	0.000100	0.517611	0.000100	0.517611	0.000100	-110.420068
PF00169	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00170	7059	4	0	1	0.000567	0.023798	1759.750567	41.973212	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	0.508931	0.000100	-110.420068
PF00171	7059	7048	0	87	13.169996	9.955390	2.700440	1.431419	0.153488	0.000100	0.046816	0.000100	0.092290	0.000100	0.067126	0.000100	0.054142	0.000100	0.102807
PF00172	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00173	7059	558	0	3	0.081598	0.284411	13.600613	3.549217	0.533850	0.000100	0.535451	0.000100	0.535795	0.000100	0.536027	0.000100	0.536173	0.000100	-17.928063
PF00174	7059	4468	0	12	1.549795	1.721478	1.687453	1.296345	0.215297	0.000100	0.237434	0.000100	0.245170	0.000100	0.259956	0.000100	0.245776	0.000100	-0.249935
PF00175	7059	6646	0	33	4.498371	3.857989	2.917150	1.463173	0.162240	0.000100	0.102681	0.000100	0.103493	0.000100	0.133046	0.000100	0.101919	0.000100	0.074528
PF00176	7059	5484	0	11	1.720499	1.490659	3.306315	1.320238	0.179995	0.000100	0.183534	0.000100	0.212456	0.000100	0.291853	0.000100	0.172131	0.000100	0.147384
PF00177	7059	7030	0	2	0.997875	0.078019	160.923417	-4.392758	0.506755	0.000100	0.512900	0.000100	0.515566	0.000100	0.517918	0.000100	0.500150	0.000100	1.870730
PF00178	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00179	7059	46	0	3	0.007508	0.100009	347.425672	16.627941	0.523404	0.000100	0.524967	0.000100	0.525317	0.000100	0.525582	0.000100	0.525756	0.000100	-81.777351
PF00180	7059	6770	0	10	2.268027	1.131958	2.692215	0.899284	0.252031	0.000100	0.272122	0.000100	0.271976	0.000100	0.306862	0.000100	0.234315	0.000100	0.505044
PF00181	7059	7025	0	2	0.996458	0.077968	160.495651	-7.335890	0.513297	0.000100	0.517613	0.000100	0.519321	0.000100	0.520771	0.000100	0.504251	0.000100	2.370585
PF00182	7059	1362	0	5	0.267602	0.623875	8.297798	2.739649	0.473059	0.000100	0.486252	0.000100	0.489585	0.000100	0.492490	0.000100	0.494599	0.000100	-5.865036
PF00183	7059	4259	0	3	0.632668	0.541324	-0.662296	0.069991	0.354627	0.000100	0.373843	0.000100	0.380653	0.000100	0.386360	0.000100	0.363307	0.000100	0.624639
PF00184	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00185	7059	7049	0	6	2.195353	0.566527	4.255971	1.321818	0.426209	0.000100	0.402749	0.000100	0.406018	0.000100	0.392741	0.000100	0.403468	0.000100	0.023769
PF00186	7059	5206	0	4	0.760731	0.480366	0.270066	-0.471704	0.428278	0.000100	0.444683	0.000100	0.450397	0.000100	0.455204	0.000100	0.414692	0.000100	1.518374
PF00187	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00188	7059	4360	0	10	1.210511	1.416575	3.433264	1.655252	0.256613	0.000100	0.244089	0.000100	0.254040	0.000100	0.280438	0.000100	0.257383	0.000100	-0.408232
PF00189	7059	6775	0	3	0.962459	0.204445	19.756417	-3.736568	0.532608	0.000100	0.536727	0.000100	0.538109	0.000100	0.539257	0.000100	0.511916	0.000100	2.899502
PF00190	7059	786	0	6	0.147046	0.460874	18.152063	3.803264	0.513804	0.000100	0.522038	0.000100	0.524074	0.000100	0.525759	0.000100	0.526965	0.000100	-10.977352
PF00191	7059	68	0	4	0.018558	0.211769	193.946714	13.325431	0.525280	0.000100	0.527751	0.000100	0.528372	0.000100	0.529065	0.000100	0.529646	0.000100	-76.500231
PF00193	7059	3	0	1	0.000425	0.020611	2348.000425	48.476803	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	-110.420068
PF00194	7059	1504	0	9	0.310242	0.884182	39.687700	5.636517	0.424090	0.000100	0.468049	0.000100	0.472808	0.000100	0.480758	0.000100	0.485501	0.000100	-5.270806
PF00195	7059	2131	0	5	0.340983	0.571586	6.042402	1.954114	0.422700	0.000100	0.436380	0.000100	0.439160	0.000100	0.441317	0.000100	0.442621	0.000100	-3.502329
PF00196	7059	6714	0	179	16.643717	21.746179	8.421273	2.726083	0.233479	0.000100	0.058948	0.000100	0.141557	0.000100	0.097552	0.000100	0.057364	0.000100	0.009521
PF00197	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF00198	7059	6669	0	15	2.889219	1.394308	1.813254	0.425640	0.184163	0.000100	0.219410	0.000100	0.225445	0.000100	0.288024	0.000100	0.169029	0.000100	0.793117
PF00199	7059	4384	0	9	1.185295	1.386987	2.904295	1.622550	0.265984	0.000100	0.241415	0.000100	0.251881	0.000100	0.287055	0.000100	0.255479	0.000100	-0.422151
PF00200	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF00201	7059	2031	0	19	0.736932	1.670833	18.780601	3.694257	0.382685	0.000100	0.426513	0.000100	0.430174	0.000100	0.441044	0.000100	0.448695	0.000100	-2.421252
PF00202	7059	7005	0	31	6.783539	3.982488	0.734523	0.957423	0.141659	0.000100	0.080651	0.000100	0.084020	0.000100	0.095464	0.000100	0.076329	0.000100	0.265030
PF00203	7059	7012	0	5	0.999150	0.123689	236.840835	5.859923	0.496083	0.000100	0.507924	0.000100	0.512976	0.000100	0.518146	0.000100	0.499462	0.000100	0.726901
PF00204	7059	7004	0	5	1.833829	0.448839	3.679113	-0.995925	0.465037	0.000100	0.472293	0.000100	0.464778	0.000100	0.453798	0.000100	0.446496	0.000100	2.021370
PF00205	7059	6823	0	20	3.717099	2.777891	2.627571	1.426428	0.179689	0.000100	0.102258	0.000100	0.109032	0.000100	0.135176	0.000100	0.106465	0.000100	0.055411
PF00206	7059	7053	0	11	3.707466	1.316955	1.839787	1.100027	0.225458	0.000100	0.201924	0.000100	0.210590	0.000100	0.200704	0.000100	0.200375	0.000100	-0.042018
PF00207	7059	2465	0	7	0.478396	0.834639	14.368263	3.009685	0.367524	0.000100	0.402889	0.000100	0.408522	0.000100	0.414761	0.000100	0.418020	0.000100	-2.334665
PF00208	7059	5778	0	9	1.557161	1.170522	1.002547	0.793224	0.215035	0.000100	0.208413	0.000100	0.256717	0.000100	0.329774	0.000100	0.181071	0.000100	0.306584
PF00209	7059	2751	0	8	0.644567	0.995330	3.335923	1.775263	0.351645	0.000100	0.379400	0.000100	0.385864	0.000100	0.392790	0.000100	0.395349	0.000100	-1.687039
PF00210	7059	6590	0	8	2.131038	1.235644	0.126241	0.509720	0.203225	0.000100	0.206731	0.000100	0.203810	0.000100	0.237774	0.000100	0.165282	0.000100	0.502766
PF00211	7059	3582	0	49	1.965009	4.225449	24.257795	4.393555	0.320963	0.000100	0.284075	0.000100	0.279695	0.000100	0.311510	0.000100	0.320980	0.000100	-0.829782
PF00212	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00213	7059	6800	0	3	1.027908	0.320588	7.769865	0.791553	0.471217	0.000100	0.461826	0.000100	0.481609	0.000100	0.502757	0.000100	0.464995	0.000100	0.802076
PF00214	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF00215	7059	6983	0	6	1.179204	0.505012	10.888257	2.743702	0.484227	0.000100	0.476287	0.000100	0.462167	0.000100	0.435300	0.000100	0.458730	0.000100	-0.737974
PF00216	7059	6854	0	17	2.578411	1.842093	5.543617	1.594822	0.199178	0.000100	0.222290	0.000100	0.203041	0.000100	0.191598	0.000100	0.222056	0.000100	-0.051748
PF00217	7059	1254	0	2	0.177787	0.382704	0.892868	1.693086	0.501218	0.000100	0.501271	0.000100	0.501284	0.000100	0.501293	0.000100	0.501298	0.000100	-7.934290
PF00218	7059	6599	0	4	0.959768	0.304979	11.297533	-0.510852	0.487307	0.000100	0.510247	0.000100	0.519140	0.000100	0.527152	0.000100	0.474745	0.000100	1.428310
PF00219	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00220	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00221	7059	4311	0	11	0.965859	1.041889	3.658813	1.430670	0.249928	0.000100	0.256497	0.000100	0.266138	0.000100	0.315603	0.000100	0.264528	0.000100	-0.323232
PF00223	7059	139	0	5	0.047315	0.366116	84.322645	8.818660	0.531720	0.000100	0.534807	0.000100	0.535267	0.000100	0.536022	0.000100	0.536657	0.000100	-43.148475
PF00224	7059	6852	0	6	1.260377	0.594567	5.584411	1.681026	0.420084	0.000100	0.397009	0.000100	0.370382	0.000100	0.395164	0.000100	0.393530	0.000100	-0.091795
PF00225	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00226	7059	7012	0	15	2.942910	1.863146	7.597699	2.083236	0.174561	0.000100	0.135719	0.000100	0.135934	0.000100	0.139134	0.000100	0.145182	0.000100	-0.120818
PF00227	7059	5682	0	4	1.109364	0.726092	-0.391667	0.145714	0.274973	0.000100	0.319615	0.000100	0.361726	0.000100	0.407762	0.000100	0.263537	0.000100	0.744351
PF00228	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00229	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF00230	7059	4659	0	10	1.112906	1.056487	1.622218	0.968286	0.212334	0.000100	0.232627	0.000100	0.261465	0.000100	0.318913	0.000100	0.232859	0.000100	-0.009123
PF00231	7059	6799	0	4	1.073948	0.386667	5.079772	1.095380	0.468589	0.000100	0.432509	0.000100	0.448555	0.000100	0.478900	0.000100	0.451855	0.000100	0.497587
PF00232	7059	3923	0	29	1.747556	2.569839	6.614785	2.161240	0.276844	0.000100	0.266708	0.000100	0.272065	0.000100	0.293524	0.000100	0.291494	0.000100	-0.646905
PF00233	7059	7	0	1	0.000992	0.031475	1003.429564	31.708509	0.511574	0.000100	0.511574	0.000100	0.511574	0.000100	0.511574	0.000100	0.511574	0.000100	-110.420068
PF00234	7059	3	0	1	0.000425	0.020611	2348.000425	48.476803	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	0.507800	0.000100	-110.420068
PF00235	7059	23	0	2	0.003400	0.060594	392.041832	18.933569	0.519113	0.000100	0.519384	0.000100	0.519459	0.000100	0.519506	0.000100	0.519537	0.000100	-90.526417
PF00236	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00237	7059	6930	0	3	0.990792	0.170165	43.638101	-0.671268	0.503301	0.000100	0.517382	0.000100	0.523065	0.000100	0.528268	0.000100	0.496286	0.000100	1.413373
PF00238	7059	6963	0	3	0.989942	0.132690	64.040232	-3.349754	0.516610	0.000100	0.524344	0.000100	0.527160	0.000100	0.529611	0.000100	0.505892	0.000100	1.919978
PF00239	7059	5105	0	83	2.328658	2.894311	91.415665	4.977805	0.210552	0.000100	0.174968	0.000100	0.178427	0.000100	0.222513	0.000100	0.184977	0.000100	-0.180390
PF00240	7059	91	0	3	0.013600	0.122942	126.359755	10.187330	0.531146	0.000100	0.532143	0.000100	0.532356	0.000100	0.532504	0.000100	0.532597	0.000100	-81.777351
PF00241	7059	32	0	3	0.005242	0.083151	457.375006	19.277146	0.520596	0.000100	0.521748	0.000100	0.522025	0.000100	0.522230	0.000100	0.522366	0.000100	-81.777351
PF00243	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00244	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF00245	7059	2484	0	5	0.491004	0.777406	2.905813	1.716921	0.384268	0.000100	0.404381	0.000100	0.409586	0.000100	0.414137	0.000100	0.416494	0.000100	-2.268491
PF00246	7059	3902	0	18	1.406715	1.917749	4.974797	1.966877	0.253046	0.000100	0.276660	0.000100	0.283593	0.000100	0.300194	0.000100	0.295794	0.000100	-0.615206
PF00248	7059	6808	0	48	7.828163	6.937384	4.211012	1.814008	0.159210	0.000100	0.070063	0.000100	0.074826	0.000100	0.089684	0.000100	0.058263	0.000100	0.110985
PF00249	7059	34	0	2	0.004958	0.072228	247.842322	15.207741	0.522546	0.000100	0.522783	0.000100	0.522847	0.000100	0.522887	0.000100	0.522913	0.000100	-90.526417
PF00250	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF00251	7059	1783	0	10	0.427398	0.964267	18.692369	3.624605	0.418606	0.000100	0.450449	0.000100	0.455326	0.000100	0.462068	0.000100	0.466735	0.000100	-3.660679
PF00252	7059	7005	0	2	0.994333	0.097985	100.131084	-5.849736	0.515407	0.000100	0.520766	0.000100	0.522883	0.000100	0.524679	0.000100	0.504067	0.000100	2.374834
PF00253	7059	7012	0	4	1.179629	0.412688	2.210316	1.590699	0.486692	0.000100	0.477114	0.000100	0.465075	0.000100	0.440145	0.000100	0.462885	0.000100	-0.716681
PF00254	7059	6974	0	11	3.152005	2.049947	-0.321037	0.744376	0.166187	0.000100	0.167513	0.000100	0.152794	0.000100	0.145787	0.000100	0.166828	0.000100	0.031789
PF00255	7059	5238	0	5	1.053549	0.872342	0.932655	0.896277	0.296819	0.000100	0.300556	0.000100	0.339686	0.000100	0.385444	0.000100	0.288802	0.000100	0.142990
PF00257	7059	1	0	1	0.000142	0.011901	7054.000142	84.000001	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	0.504607	0.000100	-110.420068
PF00258	7059	4354	0	8	1.254852	1.504892	1.896850	1.518147	0.279375	0.000100	0.240385	0.000100	0.251182	0.000100	0.274999	0.000100	0.256977	0.000100	-0.472399
PF00260	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00261	7059	13	0	2	0.001983	0.047568	767.385019	26.198919	0.514786	0.000100	0.515100	0.000100	0.515191	0.000100	0.515249	0.000100	0.515288	0.000100	-90.526417
PF00262	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00264	7059	626	0	5	0.121972	0.450084	27.331931	4.774517	0.518115	0.000100	0.528019	0.000100	0.530272	0.000100	0.532326	0.000100	0.533770	0.000100	-13.615352
PF00265	7059	4497	0	3	0.654059	0.510994	-0.929365	-0.232329	0.387840	0.000100	0.399561	0.000100	0.403646	0.000100	0.407021	0.000100	0.385044	0.000100	1.164389
PF00266	7059	7053	0	19	6.233744	2.647981	0.445666	0.526145	0.124486	0.000100	0.120992	0.000100	0.090900	0.000100	0.108644	0.000100	0.091931	0.000100	0.565113
PF00268	7059	5608	0	5	0.922369	0.602852	2.721535	0.623812	0.345675	0.000100	0.402630	0.000100	0.427091	0.000100	0.451149	0.000100	0.369226	0.000100	0.615271
PF00270	7059	7057	0	23	10.346225	3.535661	-0.121544	0.305027	0.088162	0.000100	0.101469	0.000100	0.078562	0.000100	0.088894	0.000100	0.069596	0.000100	0.631864
PF00271	7059	7059	1	36	14.158379	4.539246	0.805716	0.642819	0.087035	0.000100	0.070053	0.000100	0.058253	0.000100	0.055329	0.000100	0.052015	0.000100	0.338446
PF00272	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00273	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00274	7059	1453	0	4	0.215895	0.440057	4.635880	1.980885	0.482299	0.000100	0.486841	0.000100	0.487759	0.000100	0.488406	0.000100	0.488811	0.000100	-6.492788
PF00275	7059	7044	0	7	2.336875	0.718180	3.507508	1.367790	0.382560	0.000100	0.363901	0.000100	0.365232	0.000100	0.349976	0.000100	0.361306	0.000100	-0.086906
PF00276	7059	6969	0	2	0.988809	0.119091	65.693546	-6.343141	0.524682	0.000100	0.528370	0.000100	0.529731	0.000100	0.530856	0.000100	0.509208	0.000100	2.989946
PF00277	7059	8	0	1	0.001133	0.033646	877.376135	29.654277	0.512301	0.000100	0.512301	0.000100	0.512301	0.000100	0.512301	0.000100	0.512301	0.000100	-110.420068
PF00278	7059	6822	0	8	1.920810	1.113271	1.769359	1.085960	0.222038	0.000100	0.216050	0.000100	0.195377	0.000100	0.242385	0.000100	0.217647	0.000100	0.084372
PF00280	7059	12	0	3	0.001983	0.053191	1619.760950	35.657784	0.513170	0.000100	0.514245	0.000100	0.514465	0.000100	0.514644	0.000100	0.514757	0.000100	-81.777351
PF00281	7059	7033	0	2	0.998158	0.074307	177.781123	-4.414306	0.506202	0.000100	0.512153	0.000100	0.514752	0.000100	0.517052	0.000100	0.500075	0.000100	1.843241
PF00282	7059	4053	0	12	1.158096	1.400502	2.857883	1.539669	0.237244	0.000100	0.271228	0.000100	0.279901	0.000100	0.292733	0.000100	0.284718	0.000100	-0.502565
PF00283	7059	117	0	4	0.036691	0.287999	67.054095	8.090287	0.534110	0.000100	0.534784	0.000100	0.534853	0.000100	0.534976	0.000100	0.535068	0.000100	-52.032523
PF00284	7059	117	0	1	0.016575	0.127671	55.350187	7.572991	0.535068	0.000100	0.535068	0.000100	0.535068	0.000100	0.535068	0.000100	0.535068	0.000100	-87.042599
PF00285	7059	6575	0	10	1.838929	1.194255	2.816903	1.284593	0.234149	0.000100	0.190885	0.000100	0.227084	0.000100	0.291222	0.000100	0.193070	0.000100	0.147144
PF00287	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00288	7059	6796	0	8	2.468763	1.450601	0.174657	0.682463	0.176349	0.000100	0.184231	0.000100	0.166663	0.000100	0.178956	0.000100	0.169170	0.000100	0.323793
PF00289	7059	6906	0	14	2.992067	1.737789	1.193639	0.949789	0.179862	0.000100	0.145036	0.000100	0.141034	0.000100	0.178817	0.000100	0.141398	0.000100	0.219900
PF00290	7059	6651	0	4	0.999858	0.354479	11.096541	0.818570	0.446292	0.000100	0.477599	0.000100	0.494846	0.000100	0.512083	0.000100	0.447008	0.000100	0.871111
PF00291	7059	7055	0	27	7.680975	3.566493	1.759595	1.170897	0.147176	0.000100	0.074805	0.000100	0.107601	0.000100	0.092491	0.000100	0.075781	0.000100	0.012350
PF00292	7059	32	0	3	0.005242	0.084837	557.891365	20.926914	0.520097	0.000100	0.521628	0.000100	0.521950	0.000100	0.522203	0.000100	0.522366	0.000100	-81.777351
PF00293	7059	7059	1	50	11.147330	6.995747	2.802562	1.617608	0.166898	0.000100	0.073941	0.000100	0.111480	0.000100	0.092819	0.000100	0.074792	0.000100	-0.029219
PF00294	7059	6981	0	27	5.662417	3.573417	1.647500	1.178452	0.150096	0.000100	0.098902	0.000100	0.095257	0.000100	0.097152	0.000100	0.085064	0.000100	0.194772
PF00295	7059	1034	0	21	0.376682	1.271112	42.138093	5.474245	0.470027	0.000100	0.499162	0.000100	0.501495	0.000100	0.508582	0.000100	0.514164	0.000100	-5.841198
PF00296	7059	5365	0	138	7.752656	13.246238	8.983235	2.775213	0.279196	0.000100	0.145898	0.000100	0.150163	0.000100	0.146375	0.000100	0.149691	0.000100	-0.271569
PF00297	7059	7002	0	2	0.993483	0.097932	99.910066	-6.738238	0.518450	0.000100	0.522786	0.000100	0.524445	0.000100	0.525835	0.000100	0.506242	0.000100	2.623010
PF00298	7059	6750	0	2	0.968692	0.235075	14.240674	-2.008175	0.509197	0.000100	0.523245	0.000100	0.528897	0.000100	0.533732	0.000100	0.486191	0.000100	2.129080
PF00300	7059	6926	0	20	5.289276	3.431835	0.387372	0.938653	0.160225	0.000100	0.082864	0.000100	0.101521	0.000100	0.114608	0.000100	0.091290	0.000100	0.204042
PF00301	7059	2853	0	9	0.601218	0.913641	7.077452	2.119049	0.340566	0.000100	0.372487	0.000100	0.379024	0.000100	0.385826	0.000100	0.387933	0.000100	-1.612193
PF00302	7059	769	0	3	0.114889	0.338288	9.024388	2.963522	0.523980	0.000100	0.526460	0.000100	0.527079	0.000100	0.527486	0.000100	0.527752	0.000100	-12.826473
PF00303	7059	5204	0	6	0.770506	0.501057	2.652532	-0.070425	0.413734	0.000100	0.437469	0.000100	0.445356	0.000100	0.452204	0.000100	0.409628	0.000100	1.120247
PF00304	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00305	7059	162	0	4	0.036974	0.262214	74.012312	8.131090	0.533115	0.000100	0.535914	0.000100	0.536683	0.000100	0.537386	0.000100	0.537949	0.000100	-46.912843
PF00306	7059	6812	0	3	1.059782	0.360772	5.454100	1.024881	0.473012	0.000100	0.438026	0.000100	0.457856	0.000100	0.485607	0.000100	0.459173	0.000100	0.571784
PF00307	7059	0	0	0	0.000000	0.000000	nan	nan	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	nan	0.000100	1.000000
PF00308	7059	6973	0	4	1.413231	0.539107	-0.463548	0.381119	0.363791	0.000100	0.349809	0.000100	0.331047	0.000100	0.292351	0.000100	0.355519	0.000100	0.292535
PF00310	7059	6233	0	3	0.973934	0.466957	2.991497	0.228855	0.405243	0.000100	0.450322	0.000100	0.471543	0.000100	0.492072	0.000100	0.406553	0.000100	0.972746
