name,NcbiTaxonomyID,habitat,hostid,hostname
Staphylococcus aureus subsp. aureus ECT-R 2,889933,NA,0,NA
Erwinia pyrifoliae DSM 12163,644651,NA,0,NA
Candidatus Methanoregula boonei 6A8,0,NA,0,NA
Bifidobacterium animalis subsp. lactis CNCM I-2494,1042403,NA,0,NA
Borrelia burgdorferi N40,521007,NA,0,NA
Shigella flexneri 2002017,591020,NA,0,NA
Staphylococcus pseudintermedius ED99,984892,NA,0,NA
Geobacter sulfurreducens KN400,663917,NA,0,NA
Vibrio cholerae Ind4,663958,NA,0,NA
Helicobacter pylori 51,290847,NA,0,NA
Roseburia intestinalis M50/1,657315,NA,0,NA
Rickettsia prowazekii Rp22,449216,NA,0,NA
Francisella cf. novicida 3523,622488,NA,0,NA
Campylobacter jejuni subsp. jejuni IA3902,567106,NA,0,NA
Streptococcus pneumoniae SPN994039,869307,NA,0,NA
Mycoplasma hyopneumoniae 168,907287,NA,0,NA
Pseudomonas putida BIRD-1,931281,NA,0,NA
Streptococcus pneumoniae INV200,869216,NA,0,NA
Staphylococcus aureus subsp. aureus str. JKD6008,546342,NA,0,NA
Streptococcus pneumoniae SPN994038,869306,NA,0,NA
Thioalkalivibrio sp. HL-EbGR7,0,NA,0,NA
Pantoea ananatis AJ13355,932677,NA,0,NA
Escherichia coli O83:H1 str. NRG 857C,685038,NA,0,NA
Chlamydophila psittaci RD1,929557,NA,0,NA
Staphylococcus aureus subsp. aureus LGA251,985006,NA,0,NA
Acetobacter pasteurianus IFO 3283-01-42C,634458,NA,0,NA
Streptococcus gallolyticus subsp. gallolyticus ATCC 43143,981539,NA,0,NA
Xanthomonas campestris pv. raphani 756C,990315,NA,0,NA
Corynebacterium pseudotuberculosis 1002,679896,NA,0,NA
Muricauda ruestringensis DSM 13258,886377,NA,0,NA
Mycobacterium tuberculosis CTRI-2,707235,NA,0,NA
Actinobacillus pleuropneumoniae L20,0,NA,0,NA
Bacillus thuringiensis serovar finitimus YBT-020,930170,NA,0,NA
Xylella fastidiosa subsp. fastidiosa GB514,788929,NA,0,NA
Bacillus amyloliquefaciens TA208,999891,NA,0,NA
Chlamydophila psittaci 01DC11,1112252,NA,0,NA
Thermoanaerobacter wiegelii Rt8.B1,697303,Fresh water Hot spring,0,NA
Enterobacter cloacae subsp. cloacae NCTC 9394,158836,NA,0,NA
Gardnerella vaginalis HMP9231,1009464,NA,0,NA
Vibrio cholerae Ban5,663915,NA,0,NA
Staphylococcus aureus subsp. aureus T0131,1006543,NA,0,NA
Ralstonia solanacearum Po82,1031711,NA,0,NA
Ruminococcus bromii L2-63,657321,NA,0,NA
Escherichia coli SE15,431946,NA,0,NA
Helicobacter pylori Lithuania75,907237,NA,0,NA
Mycoplasma fermentans PG18,496833,NA,0,NA
Helicobacter pylori 83,585538,NA,0,NA
Arthrospira platensis NIES-39,696747,NA,0,NA
Buchnera aphidicola str. JF98 (Acyrthosiphon pisum),713600,NA,0,NA
Lactobacillus salivarius CECT 5713,712961,NA,0,NA
Bordetella pertussis CS,1017264,NA,0,NA
Neisseria meningitidis M01-240149,935591,NA,0,NA
Salmonella enterica subsp. enterica serovar Typhimurium str. D23580,568708,NA,0,NA
Streptomyces sp. SirexAA-E,862751,Soil Terrestrial,0,NA
Bifidobacterium breve UCC2003,326426,NA,0,NA
Lactobacillus casei BD-II,1597,NA,0,NA
Helicobacter pylori F32,102608,NA,0,NA
Eubacterium siraeum 70/3,657319,NA,0,NA
Ruminococcus sp. SR1/5,657323,NA,0,NA
Enterococcus faecalis OG1RF,474186,NA,0,NA
Acetobacter pasteurianus IFO 3283-26,634456,NA,0,NA
Escherichia coli DH1,536056,NA,0,NA
Escherichia coli UMNF18,1050617,NA,0,NA
Campylobacter jejuni subsp. jejuni M1,645464,NA,0,NA
Providencia alcalifaciens Ban1,663916,NA,0,NA
Clostridium difficile BI1,699034,NA,0,NA
Mycoplasma leachii 99/014/6,866629,NA,0,NA
Escherichia coli KO11FL,595495,NA,0,NA
Enterobacteria phage CUS-3,539221,NA,0,NA
Chlamydia phage CPAR39,2932877,NA,0,NA
Thermus thermophilus SG0.5JP17-16,762633,NA,0,NA
Bifidobacterium animalis subsp. lactis BB-12,552531,NA,0,NA
Lactococcus lactis subsp. cremoris NZ9000,746361,NA,0,NA
Helicobacter pylori Cuz20,765964,NA,0,NA
Mycoplasma gallisepticum str. R(high),710128,NA,0,NA
Megamonas hypermegale ART12/1,657316,NA,0,NA
Chlamydia trachomatis G/11222,707186,NA,0,NA
Alteromonas macleodii 'Deep ecotype',0,NA,0,NA
Ruminococcus sp. 18P13,213810,NA,0,NA
Bacillus thuringiensis serovar chinensis CT-43,541229,NA,0,NA
Lactococcus garvieae Lg2,420890,NA,0,NA
butyrate-producing bacterium SM4/1,245012,NA,0,NA
Chlamydophila psittaci C19/98,1112250,NA,0,NA
Clostridium botulinum F str. 230613,758678,NA,0,NA
Chlamydia trachomatis E/11023,707183,NA,0,NA
Chlamydia trachomatis Sweden2,634464,NA,0,NA
Enterococcus faecalis 62,936153,NA,0,NA
alpha proteobacterium IMCC1322,0,NA,0,NA
Ruminococcus obeum A2-162,657314,NA,0,NA
Uukuniemi virus,11591,NA,0,NA
Zymomonas mobilis subsp. mobilis ATCC 10988,555217,NA,0,NA
Methylotenera sp. 301,0,NA,0,NA
Faecalibacterium prausnitzii SL3/3,657322,NA,0,NA
Acetobacter pasteurianus IFO 3283-32,634457,NA,0,NA
Human papillomavirus type 148,942038,NA,0,NA
Shewanella baltica OS117,693970,NA,0,NA
Gordonibacter pamelaeae 7-10-1-b,657308,NA,0,NA
Staphylococcus aureus subsp. aureus TCH60,548473,NA,0,NA
Yersinia enterocolitica subsp. palearctica Y11,930944,NA,0,NA
Helicobacter pylori Gambia94/24,907240,NA,0,NA
Streptomyces flavogriseus ATCC 33331,591167,NA,0,NA
Salmonella enterica subsp. enterica serovar Typhimurium str. UK-1,990282,NA,0,NA
Clostridium phage phiSM101,396359,NA,0,NA
Bacteroides xylanisolvens XB1A,657309,NA,0,NA
Pyrolobus fumarii 1A,694429,NA,0,NA
Lactobacillus casei LC2W,1597,NA,0,NA
Clostridium difficile M120,699035,NA,0,NA
Chlamydia trachomatis D-EC,759363,NA,0,NA
Burkholderia sp. JV3,868597,HostAssociated,0,NA
Chlamydia trachomatis G/11074,707187,NA,0,NA
Sulfolobus solfataricus 98/2,555311,NA,0,NA
Desulfovibrio vulgaris RCH1,573059,NA,0,NA
Erwinia sp. Ejp617,215689,NA,0,NA
Acetobacter pasteurianus IFO 3283-22,634455,NA,0,NA
Streptococcus pneumoniae SPN033038,869312,NA,0,NA
Neisseria meningitidis H44/76,909420,NA,0,NA
Escherichia coli UM146,869729,NA,0,NA
Geobacillus sp. Y412MC10,0,NA,0,NA
Clostridium difficile CF5,699036,NA,0,NA
Butyrivibrio fibrisolvens 16/4,657324,NA,0,NA
Buchnera aphidicola str. LL01 (Acyrthosiphon pisum),713603,NA,0,NA
Escherichia coli LF82,591946,NA,0,NA
